subscription_id,customer_id,plan_id,start_date,canceled_at,status
sub_00460,cus_00460,plan_enterprise,2026-02-06,,active
sub_00461,cus_00461,plan_growth,2026-02-27,,active
sub_00462,cus_00462,plan_starter,2026-02-21,2026-05-14,canceled
sub_00463,cus_00463,plan_growth,2026-02-18,,active
sub_00464,cus_00464,plan_growth,2026-03-27,,active
sub_00465,cus_00465,plan_starter,2026-03-18,2026-05-20,canceled
sub_00466,cus_00466,plan_starter,2026-03-15,2026-04-26,canceled
sub_00467,cus_00467,plan_starter,2026-03-26,,active
sub_00468,cus_00468,plan_starter,2026-03-30,,active
sub_00469,cus_00469,plan_starter,2026-03-07,,active
sub_00470,cus_00470,plan_scale,2026-03-15,,active
sub_00471,cus_00471,plan_growth,2026-03-05,,active
sub_00472,cus_00472,plan_growth,2026-03-01,,active
sub_00473,cus_00473,plan_growth,2026-03-14,2026-06-03,canceled
sub_00474,cus_00474,plan_growth,2026-03-17,,active
sub_00475,cus_00475,plan_growth,2026-03-04,2026-04-26,canceled
sub_00476,cus_00476,plan_starter,2026-03-17,,active
sub_00477,cus_00477,plan_growth,2026-03-25,,active
sub_00478,cus_00478,plan_starter,2026-03-28,,active
sub_00479,cus_00479,plan_growth,2026-03-10,,active
sub_00480,cus_00480,plan_growth,2026-03-14,,active
sub_00481,cus_00481,plan_growth,2026-03-03,,active
sub_00482,cus_00482,plan_starter,2026-03-23,,active
sub_00483,cus_00483,plan_starter,2026-03-14,,active
sub_00484,cus_00484,plan_starter,2026-03-01,,active
sub_00485,cus_00485,plan_starter,2026-03-25,,active
sub_00486,cus_00486,plan_growth,2026-03-12,,active
sub_00487,cus_00487,plan_starter,2026-03-25,,active
sub_00488,cus_00488,plan_starter,2026-03-29,,active
sub_00489,cus_00489,plan_starter,2026-03-21,,active
sub_00490,cus_00490,plan_starter,2026-03-26,,active
sub_00491,cus_00491,plan_starter,2026-03-27,,active
sub_00492,cus_00492,plan_growth,2026-03-02,2026-08-27,canceled
sub_00493,cus_00493,plan_growth,2026-03-23,,active
sub_00494,cus_00494,plan_enterprise,2026-03-25,,active
sub_00495,cus_00495,plan_growth,2026-03-18,,active
sub_00496,cus_00496,plan_growth,2026-03-20,,active
sub_00497,cus_00497,plan_scale,2026-03-24,,active
sub_00498,cus_00498,plan_growth,2026-03-18,,active
sub_00499,cus_00499,plan_starter,2026-03-06,,active
sub_00500,cus_00500,plan_scale,2026-04-05,,active
sub_00501,cus_00501,plan_growth,2026-04-08,,active
sub_00502,cus_00502,plan_starter,2026-04-03,2026-07-24,canceled
sub_00503,cus_00503,plan_growth,2026-04-06,2026-07-07,canceled
sub_00504,cus_00504,plan_scale,2026-04-17,2026-06-21,canceled
sub_00505,cus_00505,plan_growth,2026-04-24,,active
sub_00506,cus_00506,plan_enterprise,2026-04-09,,active
sub_00507,cus_00507,plan_growth,2026-04-12,,active
sub_00508,cus_00508,plan_starter,2026-04-09,,active
sub_00509,cus_00509,plan_starter,2026-04-25,,active
sub_00510,cus_00510,plan_scale,2026-04-05,,active
sub_00511,cus_00511,plan_growth,2026-04-12,,active
sub_00512,cus_00512,plan_scale,2026-04-22,,active
sub_00513,cus_00513,plan_growth,2026-04-23,,active
sub_00514,cus_00514,plan_scale,2026-04-07,,active
sub_00515,cus_00515,plan_growth,2026-04-04,,active
sub_00516,cus_00516,plan_starter,2026-04-06,,active
sub_00517,cus_00517,plan_growth,2026-04-09,,active
sub_00518,cus_00518,plan_growth,2026-04-24,,active
sub_00519,cus_00519,plan_growth,2026-04-24,,active
sub_00520,cus_00520,plan_growth,2026-04-05,,active
sub_00521,cus_00521,plan_growth,2026-04-17,,active
sub_00522,cus_00522,plan_growth,2026-04-27,,active
sub_00523,cus_00523,plan_growth,2026-04-17,,active
sub_00524,cus_00524,plan_growth,2026-04-23,,active
sub_00525,cus_00525,plan_starter,2026-04-09,,active
sub_00526,cus_00526,plan_growth,2026-04-22,,active
sub_00527,cus_00527,plan_growth,2026-04-21,,active
sub_00528,cus_00528,plan_starter,2026-04-04,2026-07-26,canceled
sub_00529,cus_00529,plan_scale,2026-04-17,,active
sub_00530,cus_00530,plan_growth,2026-04-30,,active
sub_00531,cus_00531,plan_growth,2026-04-09,2026-06-06,canceled
sub_00532,cus_00532,plan_scale,2026-04-03,,active
sub_00533,cus_00533,plan_starter,2026-04-29,,active
sub_00534,cus_00534,plan_growth,2026-04-26,,active
sub_00535,cus_00535,plan_growth,2026-04-24,,active
sub_00536,cus_00536,plan_growth,2026-05-17,,active
sub_00537,cus_00537,plan_growth,2026-05-15,,active
sub_00538,cus_00538,plan_growth,2026-05-20,,active
sub_00539,cus_00539,plan_starter,2026-05-08,,active
sub_00540,cus_00540,plan_growth,2026-05-15,,active
sub_00541,cus_00541,plan_starter,2026-05-23,,active
sub_00542,cus_00542,plan_starter,2026-05-15,,active
sub_00543,cus_00543,plan_growth,2026-05-16,,active
sub_00544,cus_00544,plan_starter,2026-05-28,,active
sub_00545,cus_00545,plan_growth,2026-05-24,,active
sub_00546,cus_00546,plan_scale,2026-05-31,,active
sub_00547,cus_00547,plan_starter,2026-05-14,,active
sub_00548,cus_00548,plan_starter,2026-05-28,,active
sub_00549,cus_00549,plan_starter,2026-05-29,,active
sub_00550,cus_00550,plan_scale,2026-05-10,,active
sub_00551,cus_00551,plan_starter,2026-05-06,,active
sub_00552,cus_00552,plan_growth,2026-05-01,,active
sub_00553,cus_00553,plan_scale,2026-05-12,,active
sub_00554,cus_00554,plan_starter,2026-05-23,,active
sub_00555,cus_00555,plan_growth,2026-05-21,,active
sub_00556,cus_00556,plan_growth,2026-05-01,,active
sub_00557,cus_00557,plan_growth,2026-05-26,,active
sub_00558,cus_00558,plan_starter,2026-05-15,,active
sub_00559,cus_00559,plan_growth,2026-05-14,,active
sub_00560,cus_00560,plan_starter,2026-05-22,,active
sub_00561,cus_00561,plan_starter,2026-05-03,,active
sub_00562,cus_00562,plan_scale,2026-05-16,,active
sub_00563,cus_00563,plan_growth,2026-05-18,,active
sub_00564,cus_00564,plan_starter,2026-05-10,,active
sub_00565,cus_00565,plan_growth,2026-05-30,,active
sub_00566,cus_00566,plan_starter,2026-05-16,,active
sub_00567,cus_00567,plan_growth,2026-05-03,,active
sub_00568,cus_00568,plan_growth,2026-05-07,,active
sub_00569,cus_00569,plan_scale,2026-05-25,,active
sub_00570,cus_00570,plan_growth,2026-05-04,,active
sub_00571,cus_00571,plan_scale,2026-05-19,,active
sub_00572,cus_00572,plan_growth,2026-05-15,,active
sub_00573,cus_00573,plan_growth,2026-05-18,,active
sub_00574,cus_00574,plan_starter,2026-05-18,,active
sub_00575,cus_00575,plan_starter,2026-05-23,,active
sub_00576,cus_00576,plan_starter,2026-05-08,,active
sub_00577,cus_00577,plan_starter,2026-05-17,,active
sub_00578,cus_00578,plan_growth,2026-06-20,,active
sub_00579,cus_00579,plan_growth,2026-06-12,,active
sub_00580,cus_00580,plan_starter,2026-06-24,,active
sub_00581,cus_00581,plan_starter,2026-06-02,,active
sub_00582,cus_00582,plan_starter,2026-06-15,,active
sub_00583,cus_00583,plan_growth,2026-06-27,,active
sub_00584,cus_00584,plan_enterprise,2026-06-06,,active
sub_00585,cus_00585,plan_growth,2026-06-05,,active
sub_00586,cus_00586,plan_starter,2026-06-17,,active
sub_00587,cus_00587,plan_starter,2026-06-14,,active
sub_00588,cus_00588,plan_starter,2026-06-07,,active
sub_00589,cus_00589,plan_scale,2026-06-13,,active
sub_00590,cus_00590,plan_growth,2026-06-07,,active
sub_00591,cus_00591,plan_growth,2026-06-26,,active
sub_00592,cus_00592,plan_growth,2026-06-03,,active
sub_00593,cus_00593,plan_growth,2026-06-05,2026-07-12,canceled
sub_00594,cus_00594,plan_starter,2026-06-05,,active
sub_00595,cus_00595,plan_growth,2026-06-30,,active
sub_00596,cus_00596,plan_scale,2026-06-02,,active
sub_00597,cus_00597,plan_growth,2026-06-02,,active
sub_00598,cus_00598,plan_starter,2026-06-30,,active
sub_00599,cus_00599,plan_starter,2026-06-22,,active
sub_00600,cus_00600,plan_growth,2026-06-17,,active
sub_00601,cus_00601,plan_growth,2026-06-17,,active
sub_00602,cus_00602,plan_scale,2026-06-27,,active
sub_00603,cus_00603,plan_scale,2026-06-04,,active
sub_00604,cus_00604,plan_starter,2026-06-22,,active
sub_00605,cus_00605,plan_growth,2026-06-21,,active
sub_00606,cus_00606,plan_scale,2026-06-28,,active
sub_00607,cus_00607,plan_starter,2026-06-03,,active
sub_00608,cus_00608,plan_scale,2026-06-08,,active
sub_00609,cus_00609,plan_growth,2026-06-04,,active
sub_00610,cus_00610,plan_starter,2026-06-07,,active
sub_00611,cus_00611,plan_growth,2026-06-04,,active
sub_00612,cus_00612,plan_starter,2026-06-25,,active
sub_00613,cus_00613,plan_scale,2026-06-17,,active
sub_00614,cus_00614,plan_starter,2026-06-19,2026-07-17,canceled
sub_00615,cus_00615,plan_growth,2026-06-25,,active
sub_00616,cus_00616,plan_starter,2026-06-17,,active
sub_00617,cus_00617,plan_growth,2026-07-13,,active
sub_00618,cus_00618,plan_starter,2026-07-04,,active
sub_00619,cus_00619,plan_growth,2026-07-31,,active
sub_00620,cus_00620,plan_starter,2026-07-26,,active
sub_00621,cus_00621,plan_enterprise,2026-07-07,,active
sub_00622,cus_00622,plan_growth,2026-07-20,,active
sub_00623,cus_00623,plan_scale,2026-07-24,,active
sub_00624,cus_00624,plan_starter,2026-07-01,,active
sub_00625,cus_00625,plan_growth,2026-07-01,,active
sub_00626,cus_00626,plan_scale,2026-07-03,,active
sub_00627,cus_00627,plan_scale,2026-07-28,,active
sub_00628,cus_00628,plan_starter,2026-07-24,,active
sub_00629,cus_00629,plan_growth,2026-07-15,,active
sub_00630,cus_00630,plan_growth,2026-07-21,2026-08-18,canceled
sub_00631,cus_00631,plan_growth,2026-07-08,,active
sub_00632,cus_00632,plan_growth,2026-07-02,,active
sub_00633,cus_00633,plan_scale,2026-07-23,,active
sub_00634,cus_00634,plan_starter,2026-07-21,,active
sub_00635,cus_00635,plan_growth,2026-07-10,,active
sub_00636,cus_00636,plan_starter,2026-07-14,,active
sub_00637,cus_00637,plan_scale,2026-07-24,,active
sub_00638,cus_00638,plan_scale,2026-07-02,,active
sub_00639,cus_00639,plan_growth,2026-07-24,,active
sub_00640,cus_00640,plan_scale,2026-07-26,,active
sub_00641,cus_00641,plan_growth,2026-07-01,,active
sub_00642,cus_00642,plan_scale,2026-07-04,,active
sub_00643,cus_00643,plan_growth,2026-07-03,,active
sub_00644,cus_00644,plan_enterprise,2026-07-17,,active
sub_00645,cus_00645,plan_growth,2026-07-12,,active
sub_00646,cus_00646,plan_scale,2026-07-07,,active
sub_00647,cus_00647,plan_starter,2026-07-25,,active
sub_00648,cus_00648,plan_starter,2026-07-14,,active
sub_00649,cus_00649,plan_starter,2026-07-08,,active
sub_00650,cus_00650,plan_growth,2026-07-23,,active
sub_00651,cus_00651,plan_growth,2026-07-23,,active
sub_00652,cus_00652,plan_scale,2026-07-10,2026-08-17,canceled
sub_00653,cus_00653,plan_growth,2026-07-15,,active
sub_00654,cus_00654,plan_starter,2026-07-05,,active
sub_00655,cus_00655,plan_starter,2026-07-27,,active
sub_00656,cus_00656,plan_starter,2026-07-07,,active
sub_00657,cus_00657,plan_starter,2026-08-03,,active
sub_00658,cus_00658,plan_growth,2026-08-25,,active
sub_00659,cus_00659,plan_scale,2026-08-28,,active
sub_00660,cus_00660,plan_starter,2026-08-06,,active
sub_00661,cus_00661,plan_growth,2026-08-25,,active
sub_00662,cus_00662,plan_starter,2026-08-20,,active
sub_00663,cus_00663,plan_starter,2026-08-31,,active
sub_00664,cus_00664,plan_starter,2026-08-02,,active
sub_00665,cus_00665,plan_growth,2026-08-03,,active
sub_00666,cus_00666,plan_growth,2026-08-17,,active
sub_00667,cus_00667,plan_scale,2026-08-13,,active
sub_00668,cus_00668,plan_starter,2026-08-27,,active
sub_00669,cus_00669,plan_starter,2026-08-26,,active
sub_00670,cus_00670,plan_scale,2026-08-03,,active
sub_00671,cus_00671,plan_growth,2026-08-24,,active
sub_00672,cus_00672,plan_scale,2026-08-15,,active
sub_00673,cus_00673,plan_starter,2026-08-18,,active
sub_00674,cus_00674,plan_starter,2026-08-12,,active
sub_00675,cus_00675,plan_scale,2026-08-03,,active
sub_00676,cus_00676,plan_starter,2026-08-08,,active
sub_00677,cus_00677,plan_scale,2026-08-03,,active
sub_00678,cus_00678,plan_growth,2026-08-25,,active
sub_00679,cus_00679,plan_growth,2026-08-17,,active
sub_00680,cus_00680,plan_starter,2026-08-11,,active
sub_00681,cus_00681,plan_starter,2026-08-14,,active
sub_00682,cus_00682,plan_growth,2026-08-30,,active
sub_00683,cus_00683,plan_scale,2026-08-11,,active
sub_00684,cus_00684,plan_starter,2026-08-05,,active
sub_00685,cus_00685,plan_starter,2026-08-25,,active
sub_00686,cus_00686,plan_starter,2026-08-07,,active
sub_00687,cus_00687,plan_growth,2026-08-08,,active
sub_00688,cus_00688,plan_scale,2026-08-01,,active
sub_00689,cus_00689,plan_growth,2026-08-13,,active
sub_00690,cus_00690,plan_starter,2026-08-14,,active
sub_00691,cus_00691,plan_starter,2026-08-25,,active
sub_00692,cus_00692,plan_starter,2026-08-18,,active
sub_00693,cus_00693,plan_growth,2026-08-17,,active
sub_00694,cus_00694,plan_growth,2026-08-16,,active
sub_00695,cus_00695,plan_scale,2026-08-15,,active
sub_00696,cus_00696,plan_growth,2026-08-11,,active
sub_00697,cus_00697,plan_growth,2026-08-05,,active
sub_00698,cus_00698,plan_starter,2026-08-25,,active
sub_00699,cus_00699,plan_enterprise,2026-08-28,,active
sub_00700,cus_00700,plan_enterprise,2026-08-07,,active
