charge_id,invoice_id,customer_id,created_at,amount,currency,gateway,attempt,status,failure_code
ch_0000659,inv_000503,cus_00022,2026-04-04T14:49:00Z,161.96,USD,stripe,1,succeeded,
ch_0000660,inv_000504,cus_00022,2026-05-01T07:09:00Z,161.96,USD,stripe,1,succeeded,
ch_0000661,inv_000505,cus_00022,2026-06-03T12:42:00Z,161.96,USD,adyen,1,succeeded,
ch_0000662,inv_000506,cus_00022,2026-07-01T06:55:00Z,161.96,USD,adyen,1,succeeded,
ch_0000663,inv_000507,cus_00023,2024-10-03T06:13:00Z,29,EUR,stripe,1,succeeded,
ch_0000664,inv_000508,cus_00023,2024-11-04T11:05:00Z,29,EUR,adyen,1,succeeded,
ch_0000665,inv_000509,cus_00023,2024-12-04T00:38:00Z,29,EUR,stripe,1,succeeded,
ch_0000666,inv_000510,cus_00023,2025-01-01T11:22:00Z,29,EUR,stripe,1,succeeded,
ch_0000667,inv_000511,cus_00023,2025-02-01T02:50:00Z,29,EUR,stripe,1,succeeded,
ch_0000668,inv_000512,cus_00023,2025-03-03T15:11:00Z,29,EUR,mollie,1,succeeded,
ch_0000669,inv_000513,cus_00023,2025-04-05T06:25:00Z,29,EUR,stripe,1,failed,card_declined
ch_0000670,inv_000513,cus_00023,2025-04-12T12:02:00Z,29,EUR,stripe,2,failed,card_declined
ch_0000671,inv_000513,cus_00023,2025-04-17T07:17:00Z,29,EUR,stripe,3,failed,insufficient_funds
ch_0000672,inv_000513,cus_00023,2025-04-22T15:05:00Z,29,EUR,stripe,4,succeeded,
ch_0000673,inv_000514,cus_00023,2025-05-02T20:02:00Z,29,EUR,adyen,1,succeeded,
ch_0000674,inv_000515,cus_00023,2025-06-02T06:03:00Z,29,EUR,stripe,1,succeeded,
ch_0000675,inv_000516,cus_00023,2025-07-02T23:29:00Z,29,EUR,stripe,1,failed,insufficient_funds
ch_0000676,inv_000516,cus_00023,2025-07-07T18:23:00Z,29,EUR,stripe,2,failed,card_declined
ch_0000677,inv_000516,cus_00023,2025-07-14T10:26:00Z,29,EUR,stripe,3,failed,card_declined
ch_0000678,inv_000516,cus_00023,2025-07-19T12:17:00Z,29,EUR,stripe,4,succeeded,
ch_0000679,inv_000517,cus_00023,2025-08-04T03:26:00Z,29,EUR,adyen,1,succeeded,
ch_0000680,inv_000518,cus_00023,2025-09-05T13:33:00Z,29,EUR,mollie,1,succeeded,
ch_0000681,inv_000519,cus_00023,2025-10-02T01:40:00Z,29,EUR,stripe,1,succeeded,
ch_0000682,inv_000520,cus_00023,2025-11-03T04:49:00Z,29,EUR,stripe,1,succeeded,
ch_0000683,inv_000521,cus_00023,2025-12-04T00:37:00Z,29,EUR,stripe,1,succeeded,
ch_0000684,inv_000522,cus_00023,2026-01-03T09:32:00Z,29,EUR,adyen,1,succeeded,
ch_0000685,inv_000523,cus_00023,2026-02-04T08:20:00Z,29,EUR,adyen,1,succeeded,
ch_0000686,inv_000524,cus_00023,2026-03-01T08:02:00Z,29,EUR,stripe,1,failed,card_declined
ch_0000687,inv_000524,cus_00023,2026-03-08T05:30:00Z,29,EUR,stripe,2,failed,processing_error
ch_0000688,inv_000524,cus_00023,2026-03-11T12:38:00Z,29,EUR,stripe,3,failed,expired_card
ch_0000689,inv_000525,cus_00023,2026-04-03T06:08:00Z,29,EUR,stripe,1,failed,insufficient_funds
ch_0000690,inv_000525,cus_00023,2026-04-08T23:18:00Z,29,EUR,stripe,2,failed,do_not_honor
ch_0000691,inv_000525,cus_00023,2026-04-13T00:08:00Z,29,EUR,stripe,3,failed,insufficient_funds
ch_0000692,inv_000525,cus_00023,2026-04-20T16:29:00Z,29,EUR,stripe,4,succeeded,
ch_0000693,inv_000526,cus_00023,2026-05-05T21:46:00Z,29,EUR,stripe,1,succeeded,
ch_0000694,inv_000527,cus_00023,2026-06-04T07:13:00Z,29,EUR,mollie,1,succeeded,
ch_0000695,inv_000528,cus_00023,2026-07-04T03:02:00Z,29,EUR,mollie,1,succeeded,
ch_0000696,inv_000529,cus_00023,2026-08-03T19:22:00Z,29,EUR,stripe,1,succeeded,
ch_0000697,inv_000530,cus_00024,2024-10-01T10:53:00Z,99,EUR,stripe,1,succeeded,
ch_0000698,inv_000531,cus_00024,2024-11-04T10:33:00Z,99,EUR,mollie,1,failed,insufficient_funds
ch_0000699,inv_000531,cus_00024,2024-11-09T19:44:00Z,99,EUR,mollie,2,succeeded,
ch_0000700,inv_000532,cus_00024,2024-12-02T03:56:00Z,99,EUR,stripe,1,failed,insufficient_funds
ch_0000701,inv_000532,cus_00024,2024-12-05T00:03:00Z,99,EUR,stripe,2,succeeded,
ch_0000702,inv_000533,cus_00024,2025-01-05T13:11:00Z,99,EUR,mollie,1,succeeded,
ch_0000703,inv_000534,cus_00024,2025-02-02T13:07:00Z,99,EUR,mollie,1,succeeded,
ch_0000704,inv_000535,cus_00024,2025-03-03T03:55:00Z,99,EUR,adyen,1,failed,processing_error
ch_0000705,inv_000535,cus_00024,2025-03-10T23:13:00Z,99,EUR,adyen,2,succeeded,
ch_0000706,inv_000536,cus_00024,2025-04-05T20:42:00Z,99,EUR,stripe,1,succeeded,
ch_0000707,inv_000537,cus_00024,2025-05-02T22:55:00Z,99,EUR,stripe,1,succeeded,
ch_0000708,inv_000538,cus_00024,2025-06-05T18:54:00Z,99,EUR,stripe,1,succeeded,
ch_0000709,inv_000539,cus_00024,2025-07-03T01:12:00Z,99,EUR,adyen,1,succeeded,
ch_0000710,inv_000540,cus_00024,2025-08-01T06:00:00Z,99,EUR,adyen,1,failed,card_declined
ch_0000711,inv_000540,cus_00024,2025-08-04T21:40:00Z,99,EUR,adyen,2,failed,card_declined
ch_0000712,inv_000540,cus_00024,2025-08-09T10:34:00Z,99,EUR,adyen,3,succeeded,
ch_0000713,inv_000541,cus_00024,2025-09-04T19:24:00Z,99,EUR,mollie,1,succeeded,
ch_0000714,inv_000542,cus_00024,2025-10-02T03:32:00Z,99,EUR,stripe,1,failed,do_not_honor
ch_0000715,inv_000542,cus_00024,2025-10-09T04:02:00Z,99,EUR,stripe,2,succeeded,
ch_0000716,inv_000543,cus_00024,2025-11-01T22:42:00Z,99,EUR,adyen,1,succeeded,
ch_0000717,inv_000544,cus_00024,2025-12-02T15:28:00Z,99,EUR,stripe,1,failed,processing_error
ch_0000718,inv_000544,cus_00024,2025-12-09T09:50:00Z,99,EUR,stripe,2,failed,insufficient_funds
ch_0000719,inv_000544,cus_00024,2025-12-12T23:51:00Z,99,EUR,stripe,3,succeeded,
ch_0000720,inv_000545,cus_00024,2026-01-03T23:05:00Z,99,EUR,stripe,1,succeeded,
ch_0000721,inv_000546,cus_00024,2026-02-05T18:52:00Z,99,EUR,stripe,1,succeeded,
ch_0000722,inv_000547,cus_00024,2026-03-01T23:59:00Z,149,EUR,adyen,1,succeeded,
ch_0000723,inv_000548,cus_00024,2026-04-02T22:40:00Z,149,EUR,stripe,1,succeeded,
ch_0000724,inv_000549,cus_00024,2026-05-02T22:59:00Z,149,EUR,stripe,1,failed,card_declined
ch_0000725,inv_000549,cus_00024,2026-05-07T02:54:00Z,149,EUR,stripe,2,failed,card_declined
ch_0000726,inv_000550,cus_00024,2026-06-02T02:19:00Z,149,EUR,stripe,1,succeeded,
ch_0000727,inv_000551,cus_00024,2026-07-01T03:26:00Z,149,EUR,stripe,1,succeeded,
ch_0000728,inv_000552,cus_00024,2026-08-02T06:48:00Z,149,EUR,stripe,1,succeeded,
ch_0000729,inv_000553,cus_00025,2024-10-04T08:49:00Z,29,EUR,stripe,1,succeeded,
ch_0000730,inv_000554,cus_00025,2024-11-01T19:20:00Z,29,EUR,stripe,1,failed,card_declined
ch_0000731,inv_000554,cus_00025,2024-11-04T00:48:00Z,29,EUR,stripe,2,failed,do_not_honor
ch_0000732,inv_000554,cus_00025,2024-11-11T07:53:00Z,29,EUR,stripe,3,succeeded,
ch_0000733,inv_000555,cus_00025,2024-12-01T01:46:00Z,29,EUR,stripe,1,succeeded,
ch_0000734,inv_000556,cus_00025,2025-01-01T20:17:00Z,29,EUR,stripe,1,succeeded,
ch_0000735,inv_000557,cus_00025,2025-02-05T00:06:00Z,29,EUR,stripe,1,succeeded,
ch_0000736,inv_000558,cus_00025,2025-03-02T05:41:00Z,29,EUR,stripe,1,succeeded,
ch_0000737,inv_000559,cus_00025,2025-04-05T19:06:00Z,29,EUR,stripe,1,succeeded,
ch_0000738,inv_000560,cus_00025,2025-05-03T22:06:00Z,29,EUR,adyen,1,succeeded,
ch_0000739,inv_000561,cus_00025,2025-06-02T17:47:00Z,29,EUR,mollie,1,succeeded,
ch_0000740,inv_000562,cus_00025,2025-07-04T14:19:00Z,29,EUR,adyen,1,succeeded,
ch_0000741,inv_000563,cus_00025,2025-08-01T11:43:00Z,29,EUR,stripe,1,succeeded,
ch_0000742,inv_000564,cus_00025,2025-09-05T07:43:00Z,29,EUR,stripe,1,succeeded,
ch_0000743,inv_000565,cus_00025,2025-10-02T20:33:00Z,29,EUR,mollie,1,succeeded,
ch_0000744,inv_000566,cus_00025,2025-11-05T13:54:00Z,29,EUR,adyen,1,failed,insufficient_funds
ch_0000745,inv_000566,cus_00025,2025-11-08T19:06:00Z,29,EUR,adyen,2,succeeded,
ch_0000746,inv_000567,cus_00025,2025-12-02T16:36:00Z,29,EUR,stripe,1,succeeded,
ch_0000747,inv_000568,cus_00025,2026-01-05T16:40:00Z,29,EUR,stripe,1,succeeded,
ch_0000748,inv_000570,cus_00025,2026-03-03T17:12:00Z,29,EUR,adyen,1,succeeded,
ch_0000749,inv_000571,cus_00025,2026-04-04T07:57:00Z,29,EUR,adyen,1,succeeded,
ch_0000750,inv_000572,cus_00025,2026-05-01T05:44:00Z,29,EUR,stripe,1,succeeded,
ch_0000751,inv_000573,cus_00025,2026-06-01T09:09:00Z,29,EUR,mollie,1,succeeded,
ch_0000752,inv_000574,cus_00025,2026-07-05T13:56:00Z,29,EUR,stripe,1,succeeded,
ch_0000753,inv_000575,cus_00025,2026-08-05T06:12:00Z,29,EUR,stripe,1,succeeded,
ch_0000754,inv_000576,cus_00026,2024-10-04T09:00:00Z,99,EUR,mollie,1,succeeded,
ch_0000755,inv_000577,cus_00026,2024-11-05T22:46:00Z,99,EUR,stripe,1,succeeded,
ch_0000756,inv_000578,cus_00026,2024-12-02T20:17:00Z,99,EUR,stripe,1,succeeded,
ch_0000757,inv_000579,cus_00026,2025-01-04T14:10:00Z,99,EUR,stripe,1,succeeded,
ch_0000758,inv_000580,cus_00026,2025-02-03T07:48:00Z,99,EUR,stripe,1,succeeded,
ch_0000759,inv_000581,cus_00026,2025-03-03T16:49:00Z,99,EUR,stripe,1,succeeded,
ch_0000760,inv_000582,cus_00026,2025-04-01T18:13:00Z,99,EUR,stripe,1,succeeded,
ch_0000761,inv_000583,cus_00026,2025-05-02T14:30:00Z,99,EUR,stripe,1,succeeded,
ch_0000762,inv_000584,cus_00026,2025-06-03T05:27:00Z,99,EUR,mollie,1,succeeded,
ch_0000763,inv_000585,cus_00026,2025-07-05T08:53:00Z,99,EUR,stripe,1,succeeded,
ch_0000764,inv_000586,cus_00027,2024-10-01T02:52:00Z,27.62,CHF,stripe,1,failed,processing_error
ch_0000765,inv_000586,cus_00027,2024-10-04T21:57:00Z,27.62,CHF,stripe,2,failed,card_declined
ch_0000766,inv_000586,cus_00027,2024-10-09T08:25:00Z,27.62,CHF,stripe,3,succeeded,
ch_0000767,inv_000587,cus_00027,2024-11-05T05:43:00Z,27.62,CHF,stripe,1,failed,insufficient_funds
ch_0000768,inv_000587,cus_00027,2024-11-12T04:36:00Z,27.62,CHF,stripe,2,succeeded,
ch_0000769,inv_000588,cus_00027,2024-12-03T00:39:00Z,27.62,CHF,mollie,1,succeeded,
ch_0000770,inv_000589,cus_00027,2025-01-04T20:16:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000771,inv_000590,cus_00027,2025-02-01T02:47:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000772,inv_000591,cus_00027,2025-03-03T08:57:00Z,27.62,CHF,stripe,1,succeeded,
ch_0000773,inv_000592,cus_00027,2025-04-03T04:58:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000774,inv_000593,cus_00027,2025-05-02T00:04:00Z,27.62,CHF,stripe,1,succeeded,
ch_0000775,inv_000594,cus_00027,2025-06-01T15:36:00Z,27.62,CHF,stripe,1,succeeded,
ch_0000776,inv_000595,cus_00027,2025-07-05T19:56:00Z,27.62,CHF,adyen,1,failed,insufficient_funds
ch_0000777,inv_000595,cus_00027,2025-07-12T02:59:00Z,27.62,CHF,adyen,2,failed,card_declined
ch_0000778,inv_000595,cus_00027,2025-07-17T08:56:00Z,27.62,CHF,adyen,3,failed,expired_card
ch_0000779,inv_000596,cus_00027,2025-08-01T13:08:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000780,inv_000597,cus_00027,2025-09-02T01:27:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000781,inv_000598,cus_00027,2025-10-02T06:56:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000782,inv_000599,cus_00027,2025-11-05T00:59:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000783,inv_000600,cus_00027,2025-12-01T15:55:00Z,27.62,CHF,stripe,1,succeeded,
ch_0000784,inv_000601,cus_00027,2026-01-01T15:10:00Z,27.62,CHF,stripe,1,succeeded,
ch_0000785,inv_000602,cus_00027,2026-02-01T06:28:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000786,inv_000603,cus_00027,2026-03-01T05:15:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000787,inv_000604,cus_00027,2026-04-02T15:38:00Z,27.62,CHF,stripe,1,failed,insufficient_funds
ch_0000788,inv_000604,cus_00027,2026-04-09T05:50:00Z,27.62,CHF,stripe,2,failed,insufficient_funds
ch_0000789,inv_000604,cus_00027,2026-04-12T14:19:00Z,27.62,CHF,stripe,3,failed,card_declined
ch_0000790,inv_000604,cus_00027,2026-04-19T22:04:00Z,27.62,CHF,stripe,4,failed,do_not_honor
ch_0000791,inv_000605,cus_00027,2026-05-04T05:35:00Z,27.62,CHF,stripe,1,succeeded,
ch_0000792,inv_000606,cus_00027,2026-06-04T17:21:00Z,27.62,CHF,adyen,1,succeeded,
ch_0000793,inv_000608,cus_00028,2024-10-04T07:19:00Z,29,EUR,stripe,1,succeeded,
ch_0000794,inv_000609,cus_00028,2024-11-05T03:47:00Z,29,EUR,stripe,1,succeeded,
ch_0000795,inv_000610,cus_00028,2024-12-01T13:52:00Z,29,EUR,adyen,1,succeeded,
ch_0000796,inv_000611,cus_00028,2025-01-02T17:46:00Z,29,EUR,mollie,1,succeeded,
ch_0000797,inv_000612,cus_00028,2025-02-03T07:52:00Z,29,EUR,adyen,1,succeeded,
ch_0000798,inv_000613,cus_00028,2025-03-04T08:59:00Z,29,EUR,stripe,1,succeeded,
ch_0000799,inv_000614,cus_00028,2025-04-01T01:52:00Z,29,EUR,adyen,1,failed,card_declined
ch_0000800,inv_000614,cus_00028,2025-04-08T04:56:00Z,29,EUR,adyen,2,failed,expired_card
ch_0000801,inv_000614,cus_00028,2025-04-13T23:43:00Z,29,EUR,adyen,3,failed,insufficient_funds
ch_0000802,inv_000615,cus_00028,2025-05-05T04:16:00Z,29,EUR,adyen,1,succeeded,
ch_0000803,inv_000616,cus_00028,2025-06-04T09:07:00Z,29,EUR,stripe,1,failed,card_declined
ch_0000804,inv_000616,cus_00028,2025-06-07T23:23:00Z,29,EUR,stripe,2,failed,card_declined
ch_0000805,inv_000616,cus_00028,2025-06-12T22:39:00Z,29,EUR,stripe,3,failed,expired_card
ch_0000806,inv_000616,cus_00028,2025-06-19T09:24:00Z,29,EUR,stripe,4,failed,expired_card
ch_0000807,inv_000617,cus_00029,2024-10-01T21:31:00Z,99,EUR,stripe,1,succeeded,
ch_0000808,inv_000618,cus_00029,2024-11-05T12:21:00Z,99,EUR,mollie,1,succeeded,
ch_0000809,inv_000619,cus_00029,2024-12-03T09:52:00Z,99,EUR,stripe,1,succeeded,
ch_0000810,inv_000620,cus_00029,2025-01-01T18:51:00Z,99,EUR,adyen,1,succeeded,
ch_0000811,inv_000621,cus_00029,2025-02-03T10:41:00Z,99,EUR,mollie,1,succeeded,
ch_0000812,inv_000622,cus_00029,2025-03-03T20:34:00Z,99,EUR,adyen,1,succeeded,
ch_0000813,inv_000623,cus_00029,2025-04-01T15:12:00Z,99,EUR,stripe,1,succeeded,
ch_0000814,inv_000624,cus_00029,2025-05-04T16:58:00Z,99,EUR,stripe,1,succeeded,
ch_0000815,inv_000625,cus_00029,2025-06-03T21:56:00Z,99,EUR,mollie,1,succeeded,
ch_0000816,inv_000626,cus_00029,2025-07-01T16:50:00Z,99,EUR,adyen,1,succeeded,
ch_0000817,inv_000627,cus_00029,2025-08-03T12:07:00Z,99,EUR,mollie,1,succeeded,
ch_0000818,inv_000628,cus_00029,2025-09-02T23:33:00Z,99,EUR,stripe,1,succeeded,
ch_0000819,inv_000629,cus_00029,2025-10-02T07:56:00Z,99,EUR,mollie,1,succeeded,
ch_0000820,inv_000630,cus_00029,2025-11-05T08:12:00Z,99,EUR,stripe,1,succeeded,
ch_0000821,inv_000631,cus_00029,2025-12-04T15:29:00Z,99,EUR,adyen,1,succeeded,
ch_0000822,inv_000632,cus_00029,2026-01-03T12:51:00Z,99,EUR,stripe,1,succeeded,
ch_0000823,inv_000633,cus_00029,2026-02-02T14:43:00Z,99,EUR,stripe,1,succeeded,
ch_0000824,inv_000634,cus_00029,2026-03-03T19:30:00Z,149,EUR,adyen,1,succeeded,
ch_0000825,inv_000635,cus_00029,2026-04-04T00:00:00Z,149,EUR,mollie,1,succeeded,
ch_0000826,inv_000636,cus_00029,2026-05-05T19:08:00Z,149,EUR,adyen,1,succeeded,
ch_0000827,inv_000637,cus_00029,2026-06-01T08:04:00Z,149,EUR,mollie,1,succeeded,
ch_0000828,inv_000638,cus_00029,2026-07-05T11:11:00Z,149,EUR,adyen,1,succeeded,
ch_0000829,inv_000639,cus_00029,2026-08-01T02:07:00Z,149,EUR,adyen,1,succeeded,
ch_0000830,inv_000640,cus_00030,2024-10-04T16:30:00Z,299,EUR,adyen,1,failed,expired_card
ch_0000831,inv_000640,cus_00030,2024-10-11T10:42:00Z,299,EUR,adyen,2,failed,do_not_honor
ch_0000832,inv_000640,cus_00030,2024-10-16T19:58:00Z,299,EUR,adyen,3,succeeded,
ch_0000833,inv_000641,cus_00030,2024-11-03T22:43:00Z,299,EUR,stripe,1,succeeded,
ch_0000834,inv_000642,cus_00030,2024-12-03T10:01:00Z,299,EUR,stripe,1,succeeded,
ch_0000835,inv_000643,cus_00030,2025-01-05T20:20:00Z,299,EUR,stripe,1,succeeded,
ch_0000836,inv_000644,cus_00030,2025-02-02T21:23:00Z,299,EUR,stripe,1,succeeded,
ch_0000837,inv_000645,cus_00030,2025-03-05T03:21:00Z,299,EUR,adyen,1,succeeded,
ch_0000838,inv_000646,cus_00030,2025-04-04T12:09:00Z,299,EUR,adyen,1,succeeded,
ch_0000839,inv_000647,cus_00030,2025-05-01T02:27:00Z,299,EUR,stripe,1,failed,card_declined
ch_0000840,inv_000647,cus_00030,2025-05-06T14:24:00Z,299,EUR,stripe,2,failed,insufficient_funds
ch_0000841,inv_000647,cus_00030,2025-05-11T00:11:00Z,299,EUR,stripe,3,failed,card_declined
ch_0000842,inv_000647,cus_00030,2025-05-18T20:27:00Z,299,EUR,stripe,4,failed,card_declined
ch_0000843,inv_000648,cus_00030,2025-06-05T11:20:00Z,299,EUR,stripe,1,succeeded,
ch_0000844,inv_000649,cus_00030,2025-07-04T03:18:00Z,299,EUR,stripe,1,succeeded,
ch_0000845,inv_000650,cus_00030,2025-08-02T07:30:00Z,299,EUR,mollie,1,succeeded,
ch_0000846,inv_000651,cus_00030,2025-09-01T08:32:00Z,299,EUR,stripe,1,failed,expired_card
ch_0000847,inv_000651,cus_00030,2025-09-06T10:22:00Z,299,EUR,stripe,2,failed,processing_error
ch_0000848,inv_000652,cus_00030,2025-10-04T03:14:00Z,299,EUR,mollie,1,succeeded,
ch_0000849,inv_000653,cus_00030,2025-11-02T16:12:00Z,299,EUR,adyen,1,succeeded,
ch_0000850,inv_000654,cus_00030,2025-12-02T13:58:00Z,299,EUR,stripe,1,succeeded,
ch_0000851,inv_000655,cus_00030,2026-01-04T06:13:00Z,299,EUR,adyen,1,failed,expired_card
ch_0000852,inv_000655,cus_00030,2026-01-07T00:19:00Z,299,EUR,adyen,2,failed,card_declined
ch_0000853,inv_000655,cus_00030,2026-01-10T22:52:00Z,299,EUR,adyen,3,failed,do_not_honor
ch_0000854,inv_000655,cus_00030,2026-01-17T01:58:00Z,299,EUR,adyen,4,succeeded,
ch_0000855,inv_000656,cus_00030,2026-02-05T08:55:00Z,299,EUR,stripe,1,failed,processing_error
ch_0000856,inv_000656,cus_00030,2026-02-12T14:37:00Z,299,EUR,stripe,2,succeeded,
ch_0000857,inv_000657,cus_00030,2026-03-05T02:06:00Z,299,EUR,mollie,1,succeeded,
ch_0000858,inv_000658,cus_00030,2026-04-04T16:16:00Z,299,EUR,stripe,1,succeeded,
ch_0000859,inv_000659,cus_00030,2026-05-01T03:27:00Z,299,EUR,stripe,1,succeeded,
ch_0000860,inv_000660,cus_00030,2026-06-05T21:03:00Z,299,EUR,stripe,1,succeeded,
ch_0000861,inv_000661,cus_00030,2026-07-04T17:52:00Z,299,EUR,stripe,1,succeeded,
ch_0000862,inv_000662,cus_00030,2026-08-01T15:39:00Z,299,EUR,stripe,1,failed,card_declined
ch_0000863,inv_000662,cus_00030,2026-08-06T19:32:00Z,299,EUR,stripe,2,failed,processing_error
ch_0000864,inv_000663,cus_00031,2024-10-04T07:08:00Z,24.79,GBP,adyen,1,failed,insufficient_funds
ch_0000865,inv_000663,cus_00031,2024-10-07T00:51:00Z,24.79,GBP,adyen,2,failed,insufficient_funds
ch_0000866,inv_000663,cus_00031,2024-10-10T16:32:00Z,24.79,GBP,adyen,3,succeeded,
ch_0000867,inv_000664,cus_00031,2024-11-02T03:32:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000868,inv_000665,cus_00031,2024-12-01T12:01:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000869,inv_000666,cus_00031,2025-01-01T06:23:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000870,inv_000667,cus_00031,2025-02-01T18:48:00Z,24.79,GBP,stripe,1,failed,card_declined
ch_0000871,inv_000667,cus_00031,2025-02-08T12:22:00Z,24.79,GBP,stripe,2,succeeded,
ch_0000872,inv_000668,cus_00031,2025-03-03T14:08:00Z,24.79,GBP,stripe,1,failed,card_declined
ch_0000873,inv_000668,cus_00031,2025-03-10T03:46:00Z,24.79,GBP,stripe,2,failed,insufficient_funds
ch_0000874,inv_000669,cus_00031,2025-04-01T12:19:00Z,24.79,GBP,mollie,1,failed,processing_error
ch_0000875,inv_000669,cus_00031,2025-04-04T23:27:00Z,24.79,GBP,mollie,2,failed,card_declined
ch_0000876,inv_000669,cus_00031,2025-04-07T09:58:00Z,24.79,GBP,mollie,3,failed,insufficient_funds
ch_0000877,inv_000670,cus_00031,2025-05-05T10:07:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000878,inv_000671,cus_00031,2025-06-02T15:17:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000879,inv_000672,cus_00031,2025-07-02T07:33:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000880,inv_000673,cus_00031,2025-08-01T17:35:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000881,inv_000674,cus_00031,2025-09-01T17:23:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000882,inv_000675,cus_00031,2025-10-03T02:50:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000883,inv_000676,cus_00031,2025-11-01T01:29:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000884,inv_000677,cus_00031,2025-12-01T10:24:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000885,inv_000678,cus_00031,2026-01-02T02:29:00Z,24.79,GBP,stripe,1,failed,insufficient_funds
ch_0000886,inv_000678,cus_00031,2026-01-09T02:29:00Z,24.79,GBP,stripe,2,failed,insufficient_funds
ch_0000887,inv_000678,cus_00031,2026-01-14T13:37:00Z,24.79,GBP,stripe,3,failed,insufficient_funds
ch_0000888,inv_000679,cus_00031,2026-02-02T07:42:00Z,24.79,GBP,adyen,1,succeeded,
ch_0000889,inv_000680,cus_00031,2026-03-01T06:34:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000890,inv_000681,cus_00031,2026-04-05T10:10:00Z,24.79,GBP,adyen,1,succeeded,
ch_0000891,inv_000682,cus_00031,2026-05-01T13:04:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000892,inv_000683,cus_00031,2026-06-04T14:17:00Z,24.79,GBP,adyen,1,succeeded,
ch_0000893,inv_000684,cus_00031,2026-07-02T08:31:00Z,24.79,GBP,stripe,1,succeeded,
ch_0000894,inv_000685,cus_00031,2026-08-01T21:58:00Z,24.79,GBP,adyen,1,succeeded,
ch_0000895,inv_000686,cus_00032,2024-10-03T08:15:00Z,84.62,GBP,mollie,1,succeeded,
ch_0000896,inv_000687,cus_00032,2024-11-04T02:29:00Z,84.62,GBP,mollie,1,failed,processing_error
ch_0000897,inv_000687,cus_00032,2024-11-07T23:10:00Z,84.62,GBP,mollie,2,succeeded,
ch_0000898,inv_000688,cus_00032,2024-12-02T02:16:00Z,84.62,GBP,adyen,1,succeeded,
ch_0000899,inv_000689,cus_00032,2025-01-04T11:40:00Z,84.62,GBP,adyen,1,succeeded,
ch_0000900,inv_000690,cus_00032,2025-02-01T18:48:00Z,84.62,GBP,stripe,1,failed,processing_error
ch_0000901,inv_000690,cus_00032,2025-02-06T21:23:00Z,84.62,GBP,stripe,2,failed,do_not_honor
ch_0000902,inv_000690,cus_00032,2025-02-11T21:39:00Z,84.62,GBP,stripe,3,succeeded,
ch_0000903,inv_000691,cus_00032,2025-03-01T13:28:00Z,84.62,GBP,stripe,1,succeeded,
ch_0000904,inv_000692,cus_00032,2025-04-04T12:30:00Z,84.62,GBP,stripe,1,succeeded,
ch_0000905,inv_000693,cus_00032,2025-05-04T14:57:00Z,84.62,GBP,mollie,1,succeeded,
ch_0000906,inv_000694,cus_00032,2025-06-03T14:27:00Z,84.62,GBP,stripe,1,succeeded,
ch_0000907,inv_000695,cus_00032,2025-07-04T17:26:00Z,84.62,GBP,adyen,1,succeeded,
ch_0000908,inv_000696,cus_00032,2025-08-02T18:44:00Z,84.62,GBP,adyen,1,succeeded,
ch_0000909,inv_000697,cus_00032,2025-09-03T10:59:00Z,84.62,GBP,stripe,1,succeeded,
ch_0000910,inv_000698,cus_00032,2025-10-03T08:37:00Z,84.62,GBP,stripe,1,failed,card_declined
ch_0000911,inv_000698,cus_00032,2025-10-06T11:02:00Z,84.62,GBP,stripe,2,failed,card_declined
ch_0000912,inv_000699,cus_00032,2025-11-03T15:44:00Z,84.62,GBP,stripe,1,succeeded,
ch_0000913,inv_000700,cus_00032,2025-12-02T14:06:00Z,84.62,GBP,stripe,1,failed,insufficient_funds
ch_0000914,inv_000700,cus_00032,2025-12-09T18:08:00Z,84.62,GBP,stripe,2,failed,expired_card
ch_0000915,inv_000700,cus_00032,2025-12-14T16:33:00Z,84.62,GBP,stripe,3,succeeded,
ch_0000916,inv_000701,cus_00032,2026-01-01T09:24:00Z,84.62,GBP,stripe,1,succeeded,
ch_0000917,inv_000702,cus_00032,2026-02-03T02:37:00Z,84.62,GBP,stripe,1,failed,insufficient_funds
ch_0000918,inv_000702,cus_00032,2026-02-08T19:05:00Z,84.62,GBP,stripe,2,failed,insufficient_funds
